Ballangeich,-38.214555,142.657483
Ballapur,-35.979172,142.747934
Ballarat,-37.563318,143.863715
Ballard,-27.489628,151.967058
Ballaroo,-27.116299,148.616963
Ballast Head,-35.757314,137.79831
Ballaying,-33.307298,117.557807
Balldale,-35.845724,146.518358
Ballendella,-36.298882,144.673529
Ballengarra,-31.318479,152.709685
Balliang,-37.882062,144.378684
Ballidu,-30.600411,116.772852
Ballimore,-32.195726,148.902065
Ballina,-28.869984,153.559167
Ballogie,-26.356479,151.534659
Bally Bally,-32.183978,117.116351
Ballyroe,-34.084405,149.604294
Ballyrogan,-37.427465,143.132372
Balmain,-33.856498,151.178009
Balmattum,-36.705961,145.640263
Balmoral Central Coast NSW,-33.047456,151.579865
Balmoral QLD,-27.455696,153.06722
Balmoral Ridge,-26.74035,152.896247
Balmoral Southern Highlands NSW,-34.294422,150.525259
Balmoral VIC,-37.248109,141.841762
Balnagowan,-21.117645,149.0226
Balnarring,-38.373497,145.126733
Balnarring Beach,-38.388439,145.12449
Balranald,-34.638049,143.561101
Balwyn,-37.809701,145.082303
Bamaga,-10.851692,142.427014
Bamarang,-34.894362,150.534464
Bamawm,-36.256504,144.564747
Bamawm Extension,-36.198835,144.616856
Bambaroo,-18.844995,146.180491
Bamboo,-16.372831,145.384849
Bamboo Creek,-17.56422,145.996277
Bambra,-38.366594,143.946392
Bambun,-31.419695,115.9014
Bamganie,-37.924962,144.025575
Ban Ban,-25.66657,151.792448
Ban Ban Springs,-25.679987,151.816093
Banana,-24.470156,150.128372
Banca,-41.023289,147.801828
Bancroft,-24.788266,151.231904
Banda Banda,-31.200387,152.482368
Bandiana,-36.141317,146.916596
Bandiana Milpo,-36.146982,146.90818
Bandon,-33.501308,148.305788
Bandon Grove,-32.299862,151.71589
Bandy Creek,-33.820967,121.93876
Bandya,-27.91009,122.327326
Bangadang,-35.284504,147.984044
Bangadilly,-34.436829,150.135301
Bangalee NSW,-34.843976,150.570381
Bangalee QLD,-23.076904,150.76115
Bangalow,-28.686356,153.524792
Bangerang,-36.182982,142.549706
Ando,-36.739931,149.261211
Bangham,-36.566777,140.940619
Bangheet,-29.804159,150.478053
Bangholme,-38.033107,145.179482
Bango,-34.745475,148.956495
Bangor NSW,-34.018876,151.030057
Bangor SA,-32.952889,138.157372
Bangor TAS,-41.217518,147.137044
Banks Creek,-27.424103,152.705666
Banks Pocket,-26.152885,152.671764
Banksia,-33.945237,151.140161
Banksia Beach,-27.045188,153.140879
Banksia Grove,-31.697991,115.814615
Banksia Park,-34.812061,138.724522
Banksiadale,-32.623155,116.084814
Banksmeadow,-33.95742,151.206715
Bankstown,-33.919539,151.034909
Bankstown Aerodrome,-33.920032,150.995041
Bannaby,-34.439785,149.961474
Bannerton,-34.698232,142.813221
Bannister NSW,-34.595404,149.490386
Bannister WA,-32.673514,116.515171
Bannockburn QLD,-27.753854,153.19218
Bannockburn VIC,-38.046528,144.171067
Banoon,-30.527226,150.44311
Banora Point,-28.213363,153.535999
Banyabba,-29.338403,153.002402
Banyan,-35.635088,142.766116
Banyena,-36.572229,142.816541
Banyenong,-36.264615,143.080898
Banyo,-27.375825,153.076469
Banyule,-37.744219,145.08793
Bapaume,-28.566381,151.829047
Bar Beach,-32.939962,151.768383
Bar Point,-33.507463,151.163329
Bara,-32.571389,149.843164
Barabba,-34.345014,138.589904
Baradine,-30.943207,149.065815
Baraimal,-28.72262,152.996558
Baralaba,-24.181105,149.81123
Barambah,-26.325215,152.166608
Baranduda,-36.196214,146.96844
Barbados,13.193887,-59.543198
Barbalin,-30.881541,118.11395
Barberton,-30.729825,116.026509
Barbigal,-32.217776,148.827352
Barcaldine,-23.551987,145.289074
Barcaldine Downs,-23.728679,145.125219
Barcoongere,-29.936812,153.178158
Barden Ridge,-34.032851,151.005396
Bardon,-27.463451,152.980035
Bardwell Park,-33.93207,151.125594
Bardwell Valley,-33.935083,151.134686
Baree,-23.624671,150.391364
Bareena,-38.181164,145.109544
Barellan,-34.28434,146.571256
Barellan Point,-27.57364,152.842931
Barfold,-37.091978,144.50611
Bargara,-24.814936,152.462986
Bargo,-34.289443,150.580103
Baringhup,-36.984271,143.951487
Barinia,-33.764419,138.635081
Barjarg,-36.9152,145.976846
Barker Creek Flat,-26.648199,151.946486
Barkers Creek,-37.0292,144.239946
Barkers Vale,-28.538014,153.123465
Barkly QLD,-20.460772,138.468593
Barkly VIC,-36.941793,143.211642
Barkstead,-37.462409,144.085601
Barlil,-26.204516,151.885957
Barlows Hill,-23.10753,150.742763
Barlyne,-25.704258,151.635977
Barmah,-36.023458,144.973324
Barmaryee,-23.131,150.703155
Barmedman,-34.184676,147.406754
Barmera,-34.252037,140.466708
Barmoya,-23.147339,150.558296
Barna,-33.183815,136.619341
Barnadown,-36.653535,144.506417
Barnard,-23.994458,149.719105
Barnawartha,-36.105488,146.673164
Barndioota,-31.795825,138.357939
Barnes Bay,-43.123188,147.36135
Barney Point,-23.856785,151.271287
Barney View,-28.260921,152.781251
Barneys Reef,-32.185066,149.529756
Barnsley,-32.932412,151.590415
Baromi,-38.403622,146.176387
Barongarook,-38.413808,143.583605
Barooga,-35.913566,145.688503
Baroota,-32.924116,137.982971
Barossa Goldfields,-34.653345,138.819703
Barraba,-30.378339,150.610642
Barrabool,-38.16997,144.226425
Barrabup,-33.836425,115.66169
Barrack Heights,-34.565203,150.857066
Barrack Point,-34.563249,150.867375
Barraganyatti,-30.875913,152.916973
Barragga Bay,-36.502628,150.053011
Barrakee,-36.268867,143.426085
Barramornie,-27.013259,150.060549
Barramunga,-38.56935,143.692959
Barraport,-36.011488,143.671965
Barratta NSW,-35.228183,144.49432
Barratta QLD,-19.531139,147.213564
Barren Grounds,-34.671506,150.711828
Barrengarry,-34.720683,150.523543
Barretta,-43.045835,147.264843
Barretts Creek,-29.349686,152.749863
Barrine,-17.231966,145.62332
Barringella,-34.935112,150.457584
Barringha,-19.527599,146.815324
Barrington NSW,-31.973631,151.910491
Barrington TAS,-41.330694,146.281867
Barrington Tops,-31.897867,151.570361
Barringun NSW,-29.18925,145.88159
Barringun QLD,-28.843124,145.816249
Barron,-16.838291,145.708683
Barron Gorge,-16.871312,145.658936
Barrow Island,-20.86322,115.407403
Barry Central Tablelands NSW,-33.648293,149.269545
Barry Mid North Coast NSW,-31.581575,151.316427
Barrys Reef,-37.451989,144.293564
Bartle Frere,-17.448355,145.884257
Barton,-35.314348,149.137033
Barunah Park,-38.02107,143.856658
Barunga Gap,-33.828679,138.124671
Barwidgee,-36.511933,146.772708
Barwidgi,-17.73689,144.530657
Barwite,-37.009455,146.21744
Barwon,-31.036134,148.979059
Barwon Downs,-38.468578,143.758408
Barwon Heads,-38.281078,144.49179
Baryulgil,-29.219261,152.604392
Basalt QLD,-19.846003,145.594899
Basalt VIC,-37.308233,144.094647
Basilisk,-17.660211,145.991997
Basin Pocket,-27.601066,152.772672
Basin View,-35.091103,150.562281
Baskerville,-31.797228,116.02816
Basket Range,-34.947265,138.764194
Bass,-38.480541,145.467733
